,externalfilenum,jobtypedescription,address,issuedate,inspectiontype,fulldeficiency,outcome,inspectioncompleteddate,disciplinetype,general_contractor,checklist,statusname,deficiencies,x_coord,y_coord,processid,point,:@computed_region_qeuu_piif,:@computed_region_xxr9_iwz2,deficiencyresolved,resolveddate,permitclosedate,permitholder
56,BP2021-06950,Residential Improvement Project,307 ROCKY RIDGE ME NW,2021-05-03T00:00:00.000,Framing,"Field Level Hazard Assessment: - Weather was warm and sunny, No hazards were observed. Hard Hat, Boots and Vest were worn.",Acceptable  - Close Permit,2023-06-05T00:00:00.000,Building Deficiencies,"KOBROSLY, KATHERINE",Field Level Hazard Assessment (FLHA),COMP,False,-114.24673983651607,51.14298067967806,302448447,"{'type': 'Point', 'coordinates': [-114.246739836516, 51.142980679678]}",198,1,,,,
57,BP2021-12709,Commercial / Multi Family Project,765 77 ST SW,2021-11-01T00:00:00.000,Progress,"Contractor to complete items, then may continue Deficiencies to be reviewed at final inspection.",Acceptable with Conditions,2023-06-15T00:00:00.000,Building Deficiencies,,Directives,COMP,False,-114.20000670963321,51.06490230547977,440443161,"{'type': 'Point', 'coordinates': [-114.200006709633, 51.06490230548]}",178,6,1.0,2023-06-22T00:00:00.000,,
58,BP2021-13591,Residential Improvement Project,76 MAGNOLIA GV SE,2021-08-16T00:00:00.000,Framing,"Garage Inspection Observations were: Re-inspection conducted, deficiencies corrected.",Acceptable  - Close Permit,2023-06-09T00:00:00.000,Building Deficiencies,EXCEL HOMES LIMITED PARTNERSHIP,General Inspection Observations,COMP,False,-113.91064749658638,50.88894056173021,439529089,"{'type': 'Point', 'coordinates': [-113.910647496586, 50.88894056173]}",209,12,,,,
59,BP2021-18309,Residential Improvement Project,62B MARTHA'S HAVEN PL NE,2022-01-18T00:00:00.000,Framing,"Field Level Hazard Assessment: -sunny, +18 outside temp-hard hat, steel toes and high vis worn-no unsafe site conditions",Acceptable,2023-05-25T00:00:00.000,Building Deficiencies,,Field Level Hazard Assessment (FLHA),COMP,False,-113.96609029755554,51.119404888548594,429057678,"{'type': 'Point', 'coordinates': [-113.966090297556, 51.119404888549]}",21,5,1.0,2023-05-25T00:00:00.000,,
60,BP2021-18309,Residential Improvement Project,62B MARTHA'S HAVEN PL NE,2022-01-18T00:00:00.000,Framing,Secondary Suite Inspection Observations were: -all previous deficiencies have been completed,Acceptable,2023-05-25T00:00:00.000,Building Deficiencies,,General Inspection Observations,COMP,False,-113.96609029755554,51.119404888548594,429057678,"{'type': 'Point', 'coordinates': [-113.966090297556, 51.119404888549]}",21,5,1.0,2023-05-25T00:00:00.000,,
61,BP2021-19243,Residential Improvement Project,625 26 ST NW,2021-11-10T00:00:00.000,Framing,Garage Inspection Observations were: Garage completely drywalled as per previous deficiency.Overhead door installed,Acceptable  - Close Permit,2023-05-25T00:00:00.000,Building Deficiencies,AJMAN CUSTOM HOMES,General Inspection Observations,COMP,False,-114.12312906261603,51.05714499026964,397736219,"{'type': 'Point', 'coordinates': [-114.123129062616, 51.05714499027]}",113,7,,,,
62,BP2021-19243,Residential Improvement Project,625 26 ST NW,2021-11-10T00:00:00.000,Framing,No Infractions Noted - No Further BLDG. Inspections Required,Acceptable  - Close Permit,2023-05-25T00:00:00.000,Building Deficiencies,AJMAN CUSTOM HOMES,Directives,COMP,False,-114.12312906261603,51.05714499026964,397736219,"{'type': 'Point', 'coordinates': [-114.123129062616, 51.05714499027]}",113,7,,,,
63,BP2021-15869,Commercial / Multi Family Project,6202 106 AV SE,2021-10-23T00:00:00.000,Progress,"Alteration Inspection Observations were: Permit was pulled for the installation of structural racking. Due to height of original concept for racking, new sprinkler systems would be required and this was cost prohibitive.Racking was installed but set up with only one shelf. Structural members are staggered to not allow the installation of additional shelves but provide the stability required.",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,,General Inspection Observations,COMP,False,-113.94397740273892,50.966000393700156,336744220,"{'type': 'Point', 'coordinates': [-113.943977402739, 50.9660003937]}",181,12,,,2023-04-20T00:00:00.000,
64,BP2021-15869,Commercial / Multi Family Project,6202 106 AV SE,2021-10-23T00:00:00.000,Progress,"Field Level Hazard Assessment: Operational warehouse. Forklifts in operationSteel toed boots, high vis, hard hat, facility required PPE wornSnow, +1CSafety controls are in place.",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,,Field Level Hazard Assessment (FLHA),COMP,False,-113.94397740273892,50.966000393700156,336744220,"{'type': 'Point', 'coordinates': [-113.943977402739, 50.9660003937]}",181,12,,,2023-04-20T00:00:00.000,
65,BP2021-15869,Commercial / Multi Family Project,6202 106 AV SE,2021-10-23T00:00:00.000,Progress,No Infractions Noted - No Further BLDG. Inspections Required Your building permit is now complete.,Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,,Directives,COMP,False,-113.94397740273892,50.966000393700156,336744220,"{'type': 'Point', 'coordinates': [-113.943977402739, 50.9660003937]}",181,12,,,2023-04-20T00:00:00.000,
66,BP2021-20996,Residential Improvement Project,2508 20 ST SW,2022-01-28T00:00:00.000,Framing,"9.14.6 Site grading, slope drainage away from the building",Acceptable  - Close Permit,2023-06-21T00:00:00.000,Building Deficiencies,ZEE CUSTOM HOMES,Exterior,COMP,False,-114.10836773525438,51.032625673549234,426442704,"{'type': 'Point', 'coordinates': [-114.108367735254, 51.032625673549]}",228,8,,,,
67,BP2021-21688,Commercial / Multi Family Project,#3170R 5850 88 AV NE,2022-02-22T00:00:00.000,Final,Field Level Hazard Assessment: No work site safety issues noted. Guards in place. PPE worn. Weather sunny.,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,,Field Level Hazard Assessment (FLHA),COMP,False,-113.95135914742065,51.133603062032954,436368315,"{'type': 'Point', 'coordinates': [-113.951359147421, 51.133603062033]}",86,5,,,,
68,BP2021-21688,Commercial / Multi Family Project,#3170R 5850 88 AV NE,2022-02-22T00:00:00.000,Final,"Tenant Improvement Inspections Observations were: The space is completed in side. Walls and trim, painted out.Trade permits are completed.",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,,General Inspection Observations,COMP,False,-113.95135914742065,51.133603062032954,436368315,"{'type': 'Point', 'coordinates': [-113.951359147421, 51.133603062033]}",86,5,,,,
69,BP2021-21811,Residential Improvement Project,4639R 20 AV NW,2022-01-04T00:00:00.000,Final,9.7.2.1. Door viewer or sidelight required - at rear door,Acceptable,2023-06-13T00:00:00.000,Building Deficiencies,,SCP Pre-Possession (All),COMP,False,-114.15850546314806,51.0735203127908,377278395,"{'type': 'Point', 'coordinates': [-114.158505463148, 51.073520312791]}",246,7,,,,
70,BP2022-00787,Single Construction Permit,70B LAVENDER MR SE,2022-02-07T00:00:00.000,Final,9.27.3.8.(4) Flashing shall have end dams > 25 mm high - All flashing must terminate with end dams. Multiple locations throughout exterior.,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),Building Envelope Cladding,COMP,False,-113.91243621784317,50.88439184555969,436608066,"{'type': 'Point', 'coordinates': [-113.912436217843, 50.88439184556]}",210,12,,,,
71,BP2022-00787,Single Construction Permit,70B LAVENDER MR SE,2022-02-07T00:00:00.000,Final,9.27.3.8 Flashing is required between cladding elements - At all horizontal transitions. See intake and exhaust at side of building and horizontal transitions of cladding.,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),Building Envelope Cladding,COMP,False,-113.91243621784317,50.88439184555969,436608066,"{'type': 'Point', 'coordinates': [-113.912436217843, 50.88439184556]}",210,12,,,,
72,BP2022-00787,Single Construction Permit,70B LAVENDER MR SE,2022-02-07T00:00:00.000,Final,9.8.8  Rear door has been secured closed - Rear door must remain secured closed until safe and code-compliant exit/entry is provided.,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),SCP Pre-Possession (All),COMP,False,-113.91243621784317,50.88439184555969,436608066,"{'type': 'Point', 'coordinates': [-113.912436217843, 50.88439184556]}",210,12,,,,
73,BP2022-00787,Single Construction Permit,70B LAVENDER MR SE,2022-02-07T00:00:00.000,Final,9.8.8  Secure door to future deck against accidental use - Ensure side door is secured prior to occupancy.,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),SCP Pre-Possession (All),COMP,False,-113.91243621784317,50.88439184555969,436608066,"{'type': 'Point', 'coordinates': [-113.912436217843, 50.88439184556]}",210,12,,,,
74,BP2022-00787,Single Construction Permit,70B LAVENDER MR SE,2022-02-07T00:00:00.000,Final,Note to Owner: Basement shall not be used as a secondary suite until safe and code compliant entry/exit is provided for the suite.,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),,COMP,False,-113.91243621784317,50.88439184555969,436608066,"{'type': 'Point', 'coordinates': [-113.912436217843, 50.88439184556]}",210,12,,,,
75,BP2022-00787,Single Construction Permit,70B LAVENDER MR SE,2022-02-07T00:00:00.000,Final,"Pre-Possession Inspection Observations were:  Building contain a secondary suite, 3 bedroom provided for main dwelling and 1 for the secondary suite. As per drawings side stairs are temporary. Site not graded. Side door included in original build.",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),General Inspection Observations,COMP,False,-113.91243621784317,50.88439184555969,436608066,"{'type': 'Point', 'coordinates': [-113.912436217843, 50.88439184556]}",210,12,,,,
76,BP2022-00585,Commercial / Multi Family Project,#410 10060 46 ST NE,2022-02-15T00:00:00.000,Final,Occupancy Permit Emailed To: mike.baisi@rohitgroup.com,Acceptable with Conditions,2023-06-06T00:00:00.000,Building Deficiencies,,Occupancy Permit,COMP,False,-113.96423458030682,51.13565327220356,398184538,"{'type': 'Point', 'coordinates': [-113.964234580307, 51.135653272204]}",86,5,,,,
77,BP2022-15263,Residential Improvement Project,211B CORNER MEADOWS AV NE,2022-09-09T00:00:00.000,Framing,Secondary Suite Inspection Observations were:  1 bedroom suite with egress compliant window. All CO/smoke alarms installed. Spoke to contractor on site,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,MCNEDRA RENOVATIONS,General Inspection Observations,COMP,False,-113.93276175854983,51.14801869136138,392156644,"{'type': 'Point', 'coordinates': [-113.93276175855, 51.148018691361]}",204,5,,,,
78,BP2022-15263,Residential Improvement Project,211B CORNER MEADOWS AV NE,2022-09-09T00:00:00.000,Final,- suite was fully drywalled at time of framing inspection. STC materials verified.,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,MCNEDRA RENOVATIONS,,COMP,False,-113.93276175854983,51.14801869136138,437038042,"{'type': 'Point', 'coordinates': [-113.93276175855, 51.148018691361]}",204,5,,,,
79,BP2021-19089,Single Construction Permit,2110 28 AV SW,2021-12-13T00:00:00.000,Final,Label furnace switch and Sump pump receptacle.,Acceptable with Conditions,2023-04-25T00:00:00.000,Electrical Deficiencies,RESOVIA HOMES,,COMP,False,-114.10996118424897,51.02870195361621,431009889,"{'type': 'Point', 'coordinates': [-114.109961184249, 51.028701953616]}",228,8,,,2023-05-02T00:00:00.000,
80,BP2022-00802,Commercial / Multi Family Project,#208 414 SETON PS SE,2022-03-25T00:00:00.000,Final,"Pre-Possession Inspection Observations were:  Final inspection of main floor units: 416, 418, 420, 422 and 424. Trade permits complete for requested units.C-1 and C-2 schedules received and uploaded to file (architectural, structural, mechanical/electrical, and geotechnical).",Not Acceptable,2023-06-02T00:00:00.000,Building Deficiencies,,General Inspection Observations,COMP,False,-113.94188424945062,50.87698104663477,436940231,"{'type': 'Point', 'coordinates': [-113.941884249451, 50.876981046635]}",145,12,1.0,2023-06-14T00:00:00.000,,
81,BP2022-00802,Commercial / Multi Family Project,#208 414 SETON PS SE,2022-03-25T00:00:00.000,Final,DCP inspections required to be completed prior to occupancy Have this inspection completed or a security put in place prior to occupying the units.,Acceptable with Conditions,2023-06-14T00:00:00.000,Building Deficiencies,,Directives,COMP,False,-113.94188424945062,50.87698104663477,438602263,"{'type': 'Point', 'coordinates': [-113.941884249451, 50.876981046635]}",145,12,,,,
82,BP2022-15273,Residential Improvement Project,98B EVANSFORD GV NW,2022-09-15T00:00:00.000,Final,"Field Level Hazard Assessment: +13 Sunny, PPE worn, Site safe to enter.",Acceptable,2023-05-05T00:00:00.000,Building Deficiencies,"CABANSAG, RICHARD",Field Level Hazard Assessment (FLHA),COMP,False,-114.11167030032163,51.16743711715848,412475198,"{'type': 'Point', 'coordinates': [-114.111670300322, 51.167437117158]}",161,2,,,2023-05-16T00:00:00.000,
83,BP2022-15273,Residential Improvement Project,98B EVANSFORD GV NW,2022-09-15T00:00:00.000,Final,No Infractions Noted - No Further BLDG. Inspections Required -Ensure that all permits are closed out before occupancy.,Acceptable,2023-05-05T00:00:00.000,Building Deficiencies,"CABANSAG, RICHARD",Directives,COMP,False,-114.11167030032163,51.16743711715848,412475198,"{'type': 'Point', 'coordinates': [-114.111670300322, 51.167437117158]}",161,2,,,2023-05-16T00:00:00.000,
84,BP2022-01160,Single Construction Permit,159 ARBOUR LAKE RI NW,2022-02-11T00:00:00.000,Final,9.23.9     Joist hangers to be nailed properly - Joist hangers to be reviewed and missing nails added.,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOPEWELL  ARBOUR LAKE,Deck Inspection,COMP,False,-114.2132618061213,51.13053816864588,435947202,"{'type': 'Point', 'coordinates': [-114.213261806121, 51.130538168646]}",37,2,,,,
85,BP2022-01160,Single Construction Permit,159 ARBOUR LAKE RI NW,2022-02-11T00:00:00.000,Final,"Contractor to complete items, then may continue - Ensure all noted infractions are remedied.",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOPEWELL  ARBOUR LAKE,Directives,COMP,False,-114.2132618061213,51.13053816864588,435947202,"{'type': 'Point', 'coordinates': [-114.213261806121, 51.130538168646]}",37,2,,,,
86,BP2022-01160,Single Construction Permit,159 ARBOUR LAKE RI NW,2022-02-11T00:00:00.000,Final,"- Deck posts to be anchored to piles. - 9.23.6.2. Anchorage of Columns and Posts1) Except as provided in Sentences (2) and (3), exterior columns and posts shall beanchored to resist uplift and lateral movement.2) Except as provided in Sentence (3), where columns or posts support balconies,decks, verandas or other exterior platforms, and the distance from finished groundto the underside of the joists is not more than 600 mm,a) the columns or posts shall be anchored to the foundation to resist uplift andlateral movement, orb) the supported joists or beams shall be directly anchored to the ground toresist uplift",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOPEWELL  ARBOUR LAKE,Deck Inspection,COMP,False,-114.2132618061213,51.13053816864588,435947202,"{'type': 'Point', 'coordinates': [-114.213261806121, 51.130538168646]}",37,2,,,,
87,BP2022-01160,Single Construction Permit,159 ARBOUR LAKE RI NW,2022-02-11T00:00:00.000,Final,"Field Level Hazard Assessment: - Weather was warm and sunny, No hazards were observed. Hard Hat, Boots and Vest were worn",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOPEWELL  ARBOUR LAKE,Field Level Hazard Assessment (FLHA),COMP,False,-114.2132618061213,51.13053816864588,435947202,"{'type': 'Point', 'coordinates': [-114.213261806121, 51.130538168646]}",37,2,,,,
88,BP2022-01160,Single Construction Permit,159 ARBOUR LAKE RI NW,2022-02-11T00:00:00.000,Final,"Pre-Possession Inspection Observations were:  - 3 bed up, furnace interlocked, basement developed, 1 bedroom in the basement, smoke & co installed, walk out basement, rear decks built with mid span blocking, wet bar.",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOPEWELL  ARBOUR LAKE,General Inspection Observations,COMP,False,-114.2132618061213,51.13053816864588,435947202,"{'type': 'Point', 'coordinates': [-114.213261806121, 51.130538168646]}",37,2,,,,
